episodes,time_step,history_queue_length,send_fail,calculated_reward
111,950,14,3,-20.014705882352942
111,1000,11,3,-23.72142857142857
111,1050,15,1,-8.93125
111,1100,18,2,-12.552499999999998
111,1150,16,2,-13.630555555555555
111,1200,17,0,-2.8441176470588236
111,1250,21,0,-2.814285714285714
111,1300,13,1,-9.810714285714287
111,1350,15,0,-2.8733333333333335
111,1400,15,1,-8.93125
111,1450,20,0,-2.8274999999999997
111,1500,15,0,-2.853333333333333
111,1550,16,3,-18.176315789473687
111,1600,16,0,-2.83125
111,1650,16,1,-8.561764705882354
111,1700,16,0,-2.853125
111,1750,19,2,-12.08095238095238
111,1800,9,4,-32.76923076923077
111,1850,17,2,-13.057894736842105
111,1900,17,2,-13.060526315789474
111,1950,18,0,-2.8277777777777775
111,2000,7,3,-32.035000000000004
112,50,14,0,-2.860714285714286
112,100,12,2,-16.757142857142856
112,150,14,4,-24.438888888888886
112,200,13,2,-15.773333333333333
112,250,10,2,-19.087500000000002
112,300,13,2,-15.8
112,350,13,4,-25.70294117647059
112,400,19,1,-7.6875
112,450,13,2,-15.81
112,500,18,0,-2.844444444444444
112,550,17,1,-8.241666666666667
112,600,13,3,-21.084375
112,650,14,1,-9.323333333333332
112,700,15,3,-19.022222222222222
112,750,18,2,-12.55
112,800,10,0,-2.875
112,850,21,1,-7.243181818181818
112,900,12,1,-10.36153846153846
112,950,16,0,-2.8562499999999997
112,1000,17,0,-2.8499999999999996
112,1050,12,3,-22.296666666666667
112,1100,22,0,-2.813636363636363
112,1150,16,0,-2.8499999999999996
112,1200,14,2,-14.996875
112,1250,18,0,-2.841666666666667
112,1300,14,1,-9.333333333333334
112,1350,9,4,-32.76538461538461
112,1400,18,2,-12.5625
112,1450,17,2,-13.071052631578947
112,1500,16,0,-2.853125
112,1550,14,2,-15.0
112,1600,18,1,-7.947368421052632
112,1650,17,0,-2.8323529411764703
112,1700,18,1,-7.9605263157894735
112,1750,12,1,-10.365384615384615
112,1800,16,2,-13.627777777777778
112,1850,20,0,-2.8325000000000005
112,1900,16,0,-2.85625
112,1950,10,3,-25.273076923076925
112,2000,16,2,-13.655555555555557
113,50,15,0,-2.856666666666667
113,100,20,1,-7.447619047619047
113,150,17,0,-2.844117647058823
113,200,15,0,-2.87
113,250,15,2,-14.282352941176471
113,300,16,2,-13.630555555555555
113,350,11,1,-10.987499999999999
113,400,20,4,-19.0125
113,450,19,5,-23.06041666666667
113,500,16,0,-2.8625000000000003
113,550,11,1,-10.958333333333334
113,600,18,0,-2.8388888888888895
113,650,13,1,-9.799999999999999
113,700,15,3,-19.02777777777778
113,750,17,0,-2.8470588235294123
113,800,16,0,-2.85625
113,850,12,2,-16.74642857142857
113,900,15,4,-23.292105263157897
113,950,14,0,-2.8749999999999996
113,1000,22,0,-2.813636363636363
113,1050,17,0,-2.847058823529412
113,1100,15,1,-8.928125000000001
113,1150,16,1,-8.555882352941175
113,1200,14,0,-2.867857142857143
113,1250,16,2,-13.66388888888889
113,1300,14,2,-14.993749999999999
113,1350,16,0,-2.859375
113,1400,13,1,-9.810714285714287
113,1450,20,0,-2.8325
113,1500,16,0,-2.85
113,1550,20,0,-2.822499999999999
113,1600,14,1,-9.313333333333333
113,1650,12,3,-22.273333333333333
113,1700,12,0,-2.9041666666666672
113,1750,15,1,-8.91875
113,1800,20,0,-2.815
113,1850,15,2,-14.288235294117648
113,1900,13,2,-15.81
113,1950,16,1,-8.564705882352941
113,2000,12,3,-22.303333333333335
114,50,15,0,-2.8699999999999997
114,100,16,1,-8.552941176470586
114,150,18,1,-7.944736842105263
114,200,18,0,-2.844444444444444
114,250,14,2,-15.00625
114,300,16,0,-2.853125
114,350,13,4,-25.723529411764705
114,400,18,0,-2.841666666666667
114,450,19,0,-2.823684210526315
114,500,15,1,-8.940625
114,550,17,1,-8.241666666666667
114,600,15,1,-8.934375
114,650,17,0,-2.835294117647059
114,700,15,3,-19.025
114,750,15,1,-8.934375
114,800,16,3,-18.16842105263158
114,850,19,0,-2.831578947368421
114,900,16,2,-13.644444444444444
114,950,7,2,-24.427777777777777
114,1000,18,0,-2.8527777777777774
114,1050,15,1,-8.91875
114,1100,13,1,-9.799999999999999
114,1150,13,1,-9.828571428571431
114,1200,15,3,-19.025
114,1250,15,3,-19.049999999999997
114,1300,13,4,-25.726470588235294
114,1350,15,1,-8.91875
114,1400,9,4,-32.784615384615385
114,1450,14,0,-2.882142857142857
114,1500,12,1,-10.342307692307692
114,1550,14,1,-9.32
114,1600,13,0,-2.888461538461539
114,1650,12,4,-27.134375
114,1700,18,0,-2.855555555555555
114,1750,13,1,-9.807142857142859
114,1800,9,1,-12.635000000000002
114,1850,12,3,-22.293333333333333
114,1900,19,1,-7.68
114,1950,16,1,-8.558823529411764
114,2000,16,1,-8.555882352941175
115,50,12,2,-16.735714285714288
115,100,13,1,-9.810714285714285
115,150,15,1,-8.915625
115,200,11,4,-28.783333333333335
115,250,16,1,-8.532352941176471
115,300,14,2,-14.990625
115,350,17,3,-17.419999999999998
115,400,10,2,-19.079166666666666
115,450,15,1,-8.896875
115,500,16,1,-8.552941176470588
115,550,16,1,-8.552941176470588
115,600,18,2,-12.540000000000001
115,650,15,0,-2.8766666666666665
115,700,11,0,-2.9318181818181817
115,750,19,1,-7.669999999999999
115,800,17,1,-8.244444444444444
115,850,19,0,-2.81578947368421
115,900,14,3,-20.01764705882353
115,950,13,4,-25.71764705882353
115,1000,14,1,-9.333333333333334
115,1050,11,3,-23.692857142857143
115,1100,18,3,-16.707142857142856
115,1150,15,1,-8.918750000000001
115,1200,12,4,-27.1375
115,1250,23,0,-2.813043478260869
115,1300,14,1,-9.333333333333334
115,1350,14,2,-15.0
115,1400,10,3,-25.292307692307695
115,1450,10,2,-19.075
115,1500,16,1,-8.56764705882353
115,1550,15,1,-8.915625
115,1600,13,1,-9.796428571428573
115,1650,12,2,-16.714285714285715
115,1700,18,0,-2.844444444444445
115,1750,18,0,-2.841666666666667
115,1800,18,0,-2.836111111111111
115,1850,12,2,-16.757142857142856
115,1900,18,1,-7.934210526315789
115,1950,16,0,-2.865625
115,2000,12,3,-22.30666666666667
116,50,10,3,-25.323076923076922
116,100,18,4,-20.481818181818184
116,150,16,3,-18.19736842105263
116,200,17,1,-8.227777777777778
116,250,18,1,-7.942105263157895
116,300,9,1,-12.65
116,350,17,2,-13.06842105263158
116,400,16,3,-18.147368421052633
116,450,15,3,-19.049999999999997
116,500,16,0,-2.8468750000000003
116,550,11,4,-28.783333333333335
116,600,17,1,-8.233333333333333
116,650,15,1,-8.9375
116,700,15,1,-8.90625
116,750,14,1,-9.333333333333334
116,800,12,2,-16.725
116,850,9,5,-37.59285714285714
116,900,20,0,-2.82
116,950,15,0,-2.863333333333334
116,1000,15,4,-23.289473684210527
116,1050,14,1,-9.333333333333334
116,1100,14,5,-28.42105263157895
116,1150,13,3,-21.0625
116,1200,17,1,-8.23611111111111
116,1250,16,0,-2.853125
116,1300,16,3,-18.178947368421053
116,1350,13,0,-2.8884615384615384
116,1400,11,3,-23.646428571428572
116,1450,20,0,-2.8225000000000002
116,1500,14,1,-9.33
116,1550,15,1,-8.928125
116,1600,16,0,-2.8562500000000006
116,1650,17,0,-2.8470588235294123
116,1700,21,0,-2.8166666666666664
116,1750,12,1,-10.36923076923077
116,1800,13,5,-29.83611111111111
116,1850,14,1,-9.353333333333333
116,1900,18,0,-2.833333333333333
116,1950,13,2,-15.8
116,2000,13,2,-15.826666666666666
117,50,14,0,-2.8750000000000004
117,100,14,5,-28.402631578947368
117,150,9,3,-27.191666666666666
117,200,18,3,-16.711904761904762
117,250,15,0,-2.8699999999999997
117,300,13,6,-33.5
117,350,20,0,-2.8375000000000004
117,400,22,1,-7.032608695652174
117,450,16,1,-8.558823529411764
117,500,13,1,-9.796428571428573
117,550,12,4,-27.14375
117,600,21,0,-2.819047619047619
117,650,7,4,-38.20454545454545
117,700,19,2,-12.07857142857143
117,750,12,4,-27.1125
117,800,16,1,-8.549999999999999
117,850,18,1,-7.936842105263159
117,900,16,0,-2.8562499999999997
117,950,14,1,-9.336666666666668
117,1000,15,3,-19.016666666666666
117,1050,11,1,-11.012500000000001
117,1100,11,5,-33.20625
117,1150,15,4,-23.281578947368423
117,1200,10,4,-30.660714285714285
117,1250,17,0,-2.8294117647058825
117,1300,14,0,-2.9035714285714285
117,1350,21,1,-7.2318181818181815
117,1400,15,0,-2.86
117,1450,15,3,-19.044444444444444
117,1500,13,3,-21.078125
117,1550,13,1,-9.825000000000001
117,1600,15,3,-19.019444444444446
117,1650,15,0,-2.8699999999999997
117,1700,18,1,-7.934210526315789
117,1750,13,1,-9.796428571428573
117,1800,16,1,-8.573529411764707
117,1850,12,2,-16.742857142857144
117,1900,16,0,-2.8562500000000006
117,1950,18,0,-2.838888888888889
117,2000,8,2,-22.335
118,50,17,0,-2.8441176470588236
118,100,13,5,-29.82222222222222
118,150,18,1,-7.95
118,200,14,2,-14.959375
118,250,16,0,-2.8562499999999997
118,300,21,3,-14.952083333333333
118,350,20,0,-2.825
118,400,17,0,-2.8441176470588236
118,450,13,0,-2.8730769230769235
118,500,17,1,-8.252777777777778
118,550,12,2,-16.742857142857144
118,600,17,3,-17.3875
118,650,12,5,-31.414705882352937
118,700,16,4,-22.265
118,750,12,0,-2.9041666666666672
118,800,21,2,-11.258695652173913
118,850,17,2,-13.047368421052632
118,900,13,6,-33.544736842105266
118,950,15,0,-2.85
118,1000,18,1,-7.952631578947369
118,1050,13,2,-15.796666666666669
118,1100,13,2,-15.82
118,1150,15,1,-8.9
118,1200,11,6,-37.15882352941177
118,1250,18,1,-7.9526315789473685
118,1300,19,1,-7.68
118,1350,11,2,-17.81923076923077
118,1400,15,0,-2.8666666666666667
118,1450,18,2,-12.545
118,1500,16,0,-2.85625
118,1550,18,0,-2.838888888888889
118,1600,19,0,-2.8315789473684205
118,1650,14,1,-9.326666666666664
118,1700,16,2,-13.625
118,1750,18,0,-2.833333333333333
118,1800,12,0,-2.8958333333333335
118,1850,16,0,-2.8750000000000004
118,1900,16,6,-29.318181818181817
118,1950,14,1,-9.34
118,2000,13,4,-25.694117647058825
119,50,18,0,-2.8305555555555557
119,100,13,2,-15.806666666666667
119,150,14,1,-9.34
119,200,15,2,-14.270588235294117
119,250,18,0,-2.838888888888888
119,300,12,1,-10.350000000000001
119,350,22,0,-2.815909090909091
119,400,14,2,-15.003125
119,450,18,1,-7.947368421052632
119,500,17,1,-8.23611111111111
119,550,16,1,-8.552941176470586
119,600,16,1,-8.570588235294117
119,650,15,1,-8.91875
119,700,14,2,-15.0125
119,750,16,2,-13.633333333333333
119,800,19,1,-7.685
119,850,13,1,-9.775
119,900,11,0,-2.913636363636364
119,950,12,2,-16.782142857142855
119,1000,16,4,-22.2525
119,1050,10,3,-25.315384615384616
119,1100,11,1,-11.004166666666668
119,1150,16,3,-18.176315789473687
119,1200,13,3,-21.078125
119,1250,13,1,-9.821428571428571
119,1300,18,0,-2.8472222222222228
119,1350,13,1,-9.796428571428573
119,1400,14,1,-9.346666666666666
119,1450,18,0,-2.8333333333333335
119,1500,12,4,-27.15625
119,1550,12,2,-16.717857142857145
119,1600,16,1,-8.579411764705881
119,1650,10,5,-35.236666666666665
119,1700,19,0,-2.8263157894736843
119,1750,14,1,-9.343333333333334
119,1800,16,1,-8.564705882352941
119,1850,21,0,-2.8166666666666664
119,1900,17,0,-2.8441176470588236
119,1950,15,2,-14.273529411764706
119,2000,17,1,-8.233333333333333
120,50,15,0,-2.87
120,100,15,2,-14.273529411764706
120,150,15,2,-14.264705882352942
120,200,11,3,-23.67142857142857
120,250,13,2,-15.793333333333333
120,300,12,0,-2.9125
120,350,15,3,-19.022222222222222
120,400,11,1,-10.933333333333332
120,450,12,5,-31.455882352941178
120,500,10,2,-19.079166666666666
120,550,14,0,-2.878571428571429
120,600,12,3,-22.31
120,650,12,2,-16.75
120,700,12,3,-22.296666666666667
120,750,15,5,-27.119999999999997
120,800,11,1,-10.9625
120,850,14,1,-9.306666666666667
120,900,18,1,-7.9526315789473685
120,950,13,1,-9.821428571428571
120,1000,16,1,-8.549999999999999
120,1050,17,1,-8.225000000000001
120,1100,19,1,-7.6775
120,1150,16,1,-8.558823529411764
120,1200,17,3,-17.4075
120,1250,15,1,-8.903125
120,1300,11,2,-17.865384615384617
120,1350,12,0,-2.895833333333334
120,1400,20,2,-11.656818181818181
120,1450,16,1,-8.555882352941175
120,1500,13,2,-15.793333333333333
120,1550,19,0,-2.8342105263157897
120,1600,14,1,-9.360000000000001
120,1650,17,0,-2.85
120,1700,23,0,-2.8065217391304342
120,1750,17,0,-2.835294117647059
120,1800,16,0,-2.8718749999999997
120,1850,14,4,-24.433333333333334
120,1900,12,2,-16.771428571428572
120,1950,13,1,-9.828571428571427
120,2000,15,1,-8.91875
121,50,15,0,-2.856666666666667
121,100,12,1,-10.373076923076923
121,150,18,2,-12.5325
121,200,18,1,-7.939473684210526
121,250,16,1,-8.56764705882353
121,300,21,1,-7.2272727272727275
121,350,19,2,-12.076190476190476
121,400,20,0,-2.819999999999999
121,450,13,1,-9.821428571428571
121,500,16,1,-8.564705882352941
121,550,17,2,-13.057894736842107
121,600,15,0,-2.856666666666667
121,650,17,1,-8.233333333333333
121,700,17,1,-8.230555555555556
121,750,11,2,-17.826923076923077
121,800,10,4,-30.607142857142858
121,850,18,0,-2.847222222222222
121,900,20,2,-11.66590909090909
121,950,13,1,-9.792857142857143
121,1000,11,0,-2.913636363636364
121,1050,15,1,-8.94375
121,1100,16,0,-2.859375
121,1150,13,2,-15.81
121,1200,13,0,-2.888461538461539
121,1250,14,2,-14.9625
121,1300,18,0,-2.855555555555555
121,1350,12,2,-16.75
121,1400,9,3,-27.208333333333332
121,1450,19,0,-2.8342105263157893
121,1500,12,0,-2.904166666666667
121,1550,13,1,-9.799999999999999
121,1600,17,1,-8.244444444444445
121,1650,11,2,-17.842307692307692
121,1700,6,2,-27.18125
121,1750,17,2,-13.086842105263159
121,1800,17,0,-2.8499999999999996
121,1850,11,0,-2.8954545454545455
121,1900,16,5,-25.988095238095237
121,1950,15,2,-14.273529411764706
121,2000,18,5,-23.93913043478261
122,50,18,0,-2.8416666666666663
122,100,14,3,-19.985294117647058
122,150,17,1,-8.238888888888889
122,200,16,0,-2.8406249999999997
122,250,17,1,-8.233333333333333
122,300,14,1,-9.363333333333333
122,350,10,2,-19.108333333333334
122,400,16,2,-13.641666666666667
122,450,17,0,-2.8470588235294123
122,500,24,0,-2.8000000000000003
122,550,16,0,-2.8624999999999994
122,600,20,0,-2.8249999999999993
122,650,10,2,-19.070833333333333
122,700,12,1,-10.319230769230769
122,750,12,1,-10.330769230769231
122,800,15,3,-19.044444444444444
122,850,15,1,-8.934375
122,900,15,0,-2.8733333333333335
122,950,13,1,-9.821428571428571
122,1000,15,3,-19.041666666666668
122,1050,20,0,-2.8249999999999997
122,1100,18,0,-2.8249999999999997
122,1150,16,2,-13.649999999999999
122,1200,21,0,-2.8190476190476184
122,1250,17,0,-2.841176470588235
122,1300,15,0,-2.8666666666666667
122,1350,14,0,-2.8892857142857147
122,1400,18,1,-7.942105263157895
122,1450,17,0,-2.838235294117647
122,1500,16,1,-8.547058823529412
122,1550,18,1,-7.944736842105263
122,1600,18,0,-2.841666666666667
122,1650,16,2,-13.636111111111111
122,1700,19,0,-2.8315789473684214
122,1750,17,0,-2.820588235294118
122,1800,21,1,-7.252272727272728
122,1850,13,2,-15.833333333333334
122,1900,14,1,-9.34
122,1950,14,0,-2.878571428571429
122,2000,8,2,-22.305
123,50,18,0,-2.8361111111111112
123,100,14,0,-2.8642857142857143
123,150,18,5,-23.960869565217394
123,200,14,1,-9.323333333333332
123,250,14,1,-9.303333333333335
123,300,14,2,-15.025
123,350,13,3,-21.071875
123,400,13,1,-9.775000000000002
123,450,13,3,-21.10625
123,500,17,0,-2.85
123,550,10,2,-19.095833333333335
123,600,14,3,-19.99411764705882
123,650,22,0,-2.8113636363636356
123,700,15,0,-2.8733333333333335
123,750,16,1,-8.552941176470588
123,800,18,1,-7.9526315789473685
123,850,22,0,-2.8113636363636365
123,900,12,1,-10.36153846153846
123,950,19,0,-2.8315789473684214
123,1000,12,4,-27.1625
123,1050,15,2,-14.264705882352942
123,1100,17,2,-13.049999999999999
123,1150,15,1,-8.925
123,1200,15,3,-19.025
123,1250,8,2,-22.36
123,1300,18,0,-2.811111111111111
123,1350,15,3,-19.052777777777777
123,1400,17,1,-8.230555555555556
123,1450,10,2,-19.133333333333333
123,1500,18,1,-7.947368421052632
123,1550,15,0,-2.86
123,1600,15,0,-2.8633333333333337
123,1650,22,0,-2.8159090909090905
123,1700,18,0,-2.833333333333333
123,1750,16,1,-8.564705882352943
123,1800,16,1,-8.544117647058824
123,1850,15,2,-14.273529411764706
123,1900,20,0,-2.84
123,1950,12,1,-10.36153846153846
123,2000,12,3,-22.296666666666667
124,50,17,1,-8.225000000000001
124,100,14,0,-2.878571428571429
124,150,14,3,-19.99705882352941
124,200,12,2,-16.760714285714286
124,250,14,1,-9.360000000000001
124,300,13,3,-21.05625
124,350,19,0,-2.8342105263157893
124,400,14,1,-9.343333333333334
124,450,10,1,-11.718181818181819
124,500,20,1,-7.457142857142857
124,550,11,2,-17.803846153846152
124,600,16,1,-8.55
124,650,15,1,-8.89375
124,700,15,3,-19.049999999999997
124,750,24,0,-2.797916666666666
124,800,18,0,-2.852777777777778
124,850,16,0,-2.8499999999999996
124,900,17,0,-2.8441176470588236
124,950,14,1,-9.336666666666668
124,1000,13,1,-9.799999999999999
124,1050,8,4,-35.25416666666667
124,1100,14,1,-9.326666666666666
124,1150,13,2,-15.793333333333333
124,1200,20,0,-2.835
124,1250,16,0,-2.8562499999999997
124,1300,11,2,-17.826923076923077
124,1350,14,3,-19.99705882352941
124,1400,14,5,-28.410526315789472
124,1450,18,0,-2.8388888888888886
124,1500,20,0,-2.8200000000000003
124,1550,15,1,-8.915625
124,1600,21,1,-7.229545454545455
124,1650,16,0,-2.8593749999999996
124,1700,12,1,-10.357692307692307
124,1750,11,2,-17.8
124,1800,12,1,-10.357692307692307
124,1850,18,1,-7.936842105263159
124,1900,15,9,-39.266666666666666
124,1950,16,0,-2.859375
124,2000,16,2,-13.63888888888889
125,50,13,1,-9.807142857142859
125,100,13,2,-15.816666666666666
125,150,14,2,-14.959375
125,200,17,0,-2.8529411764705888
125,250,12,2,-16.728571428571428
125,300,11,0,-2.9318181818181817
125,350,26,1,-6.394444444444444
125,400,12,1,-10.323076923076922
125,450,20,0,-2.8324999999999996
125,500,15,1,-8.93125
125,550,22,0,-2.809090909090909
125,600,12,1,-10.342307692307694
125,650,13,1,-9.821428571428571
125,700,15,0,-2.8666666666666667
125,750,16,2,-13.63888888888889
125,800,15,0,-2.8499999999999996
125,850,17,2,-13.078947368421053
125,900,12,0,-2.908333333333333
125,950,13,3,-21.05625
125,1000,14,4,-24.447222222222223
125,1050,19,2,-12.071428571428571
125,1100,14,0,-2.857142857142857
125,1150,13,3,-21.08125
125,1200,11,3,-23.692857142857143
125,1250,14,1,-9.34
125,1300,13,2,-15.83
125,1350,9,3,-27.145833333333332
125,1400,17,1,-8.227777777777778
125,1450,8,4,-35.27916666666667
125,1500,18,0,-2.8388888888888895
125,1550,12,0,-2.8833333333333333
125,1600,15,2,-14.26764705882353
125,1650,14,1,-9.343333333333334
125,1700,16,0,-2.85
125,1750,14,1,-9.333333333333334
125,1800,18,2,-12.5425
125,1850,15,4,-23.318421052631578
125,1900,16,0,-2.8343750000000005
125,1950,13,2,-15.813333333333333
125,2000,17,1,-8.233333333333333
126,50,17,0,-2.841176470588235
126,100,18,0,-2.844444444444444
126,150,16,0,-2.8531250000000004
126,200,11,2,-17.834615384615383
126,250,16,0,-2.85625
126,300,15,1,-8.909375
126,350,10,1,-11.77727272727273
126,400,17,2,-13.052631578947368
126,450,12,1,-10.365384615384615
126,500,13,1,-9.799999999999999
126,550,14,1,-9.356666666666666
126,600,8,2,-22.305
126,650,7,5,-43.362500000000004
126,700,18,0,-2.847222222222222
126,750,18,1,-7.955263157894737
126,800,14,0,-2.8642857142857143
126,850,19,0,-2.839473684210526
126,900,16,0,-2.8562499999999997
126,950,19,0,-2.8342105263157893
126,1000,15,0,-2.8533333333333335
126,1050,12,2,-16.728571428571428
126,1100,15,1,-8.946875
126,1150,18,7,-30.028000000000002
126,1200,18,0,-2.8249999999999997
126,1250,20,1,-7.4523809523809526
126,1300,19,1,-7.6825
126,1350,18,0,-2.827777777777778
126,1400,14,1,-9.343333333333334
126,1450,16,2,-13.633333333333333
126,1500,17,0,-2.847058823529412
126,1550,10,3,-25.31153846153846
126,1600,15,0,-2.8733333333333335
126,1650,17,0,-2.8411764705882354
126,1700,17,0,-2.8529411764705888
126,1750,7,4,-38.195454545454545
126,1800,15,3,-19.061111111111114
126,1850,23,0,-2.7978260869565217
126,1900,18,0,-2.852777777777778
126,1950,12,1,-10.373076923076923
126,2000,23,1,-6.852083333333333
127,50,10,1,-11.745454545454548
127,100,13,1,-9.796428571428573
127,150,15,2,-14.273529411764706
127,200,21,0,-2.8142857142857136
127,250,15,0,-2.8699999999999997
127,300,14,0,-2.860714285714286
127,350,19,5,-23.06458333333333
127,400,11,2,-17.853846153846153
127,450,14,3,-19.970588235294116
127,500,13,1,-9.803571428571429
127,550,13,1,-9.803571428571429
127,600,12,4,-27.15625
127,650,8,1,-13.722222222222221
127,700,20,2,-11.647727272727273
127,750,22,1,-7.039130434782607
127,800,15,1,-8.909375
127,850,19,1,-7.6925
127,900,18,0,-2.8305555555555557
127,950,21,0,-2.823809523809524
127,1000,19,0,-2.8157894736842106
127,1050,18,1,-7.963157894736843
127,1100,19,0,-2.828947368421053
127,1150,10,3,-25.273076923076925
127,1200,17,1,-8.23611111111111
127,1250,16,2,-13.630555555555556
127,1300,15,1,-8.915625
127,1350,17,3,-17.4075
127,1400,17,1,-8.208333333333334
127,1450,11,2,-17.842307692307692
127,1500,14,0,-2.8857142857142857
127,1550,14,0,-2.857142857142857
127,1600,14,4,-24.438888888888886
127,1650,12,1,-10.36153846153846
127,1700,12,3,-22.28666666666667
127,1750,9,2,-20.55909090909091
127,1800,19,0,-2.8184210526315794
127,1850,20,2,-11.663636363636364
127,1900,15,1,-8.90625
127,1950,13,2,-15.796666666666665
127,2000,16,4,-22.265
128,50,14,0,-2.867857142857143
128,100,17,5,-24.91590909090909
128,150,20,0,-2.8325
128,200,12,1,-10.346153846153847
128,250,8,5,-40.215384615384615
128,300,11,0,-2.9090909090909096
128,350,15,2,-14.285294117647059
128,400,13,2,-15.796666666666665
128,450,19,1,-7.7
128,500,15,2,-14.285294117647059
128,550,13,1,-9.8
128,600,12,2,-16.757142857142856
128,650,15,0,-2.8666666666666667
128,700,14,3,-19.98235294117647
128,750,16,1,-8.56764705882353
128,800,14,0,-2.875
128,850,19,0,-2.831578947368421
128,900,15,0,-2.8633333333333337
128,950,16,2,-13.630555555555556
128,1000,14,2,-14.9875
128,1050,21,1,-7.2318181818181815
128,1100,15,2,-14.279411764705882
128,1150,20,0,-2.82
128,1200,22,0,-2.820454545454545
128,1250,19,0,-2.8368421052631576
128,1300,16,1,-8.561764705882354
128,1350,12,3,-22.293333333333333
128,1400,15,0,-2.8566666666666674
128,1450,18,1,-7.957894736842104
128,1500,11,2,-17.784615384615385
128,1550,9,1,-12.595
128,1600,15,1,-8.9375
128,1650,18,3,-16.704761904761906
128,1700,18,1,-7.947368421052632
128,1750,21,2,-11.265217391304347
128,1800,13,2,-15.813333333333333
128,1850,19,1,-7.697500000000001
128,1900,17,1,-8.233333333333333
128,1950,17,1,-8.211111111111112
128,2000,14,1,-9.346666666666666
129,50,14,1,-9.326666666666666
129,100,21,0,-2.8166666666666664
129,150,16,1,-8.538235294117648
129,200,14,0,-2.8785714285714294
129,250,12,5,-31.405882352941177
129,300,13,2,-15.83
129,350,17,0,-2.8441176470588236
129,400,12,0,-2.9125
129,450,11,6,-37.129411764705885
129,500,15,0,-2.873333333333334
129,550,10,3,-25.307692307692307
129,600,17,0,-2.8382352941176467
129,650,18,0,-2.8361111111111112
129,700,16,1,-8.570588235294117
129,750,14,0,-2.882142857142857
129,800,16,1,-8.552941176470588
129,850,18,0,-2.8277777777777775
129,900,15,0,-2.8666666666666667
129,950,15,4,-23.294736842105266
129,1000,21,0,-2.8238095238095235
129,1050,20,0,-2.8199999999999994
129,1100,16,1,-8.564705882352941
129,1150,17,2,-13.055263157894737
129,1200,17,2,-13.060526315789474
129,1250,13,1,-9.799999999999999
129,1300,13,4,-25.720588235294116
129,1350,11,1,-11.020833333333334
129,1400,16,0,-2.85625
129,1450,14,2,-14.9625
129,1500,12,1,-10.342307692307692
129,1550,18,1,-7.934210526315789
129,1600,16,1,-8.555882352941175
129,1650,18,1,-7.95
129,1700,13,1,-9.782142857142857
129,1750,11,5,-33.24375
129,1800,18,0,-2.8388888888888886
129,1850,16,0,-2.8593750000000004
129,1900,16,0,-2.8562499999999997
129,1950,18,3,-16.702380952380953
129,2000,22,0,-2.811363636363636
130,50,15,0,-2.866666666666667
130,100,20,1,-7.447619047619047
130,150,16,0,-2.859375
130,200,23,0,-2.806521739130435
130,250,12,4,-27.121875
130,300,17,1,-8.247222222222222
130,350,12,0,-2.9000000000000004
130,400,12,3,-22.276666666666664
130,450,16,2,-13.636111111111111
130,500,13,0,-2.853846153846154
130,550,11,4,-28.803333333333335
130,600,12,2,-16.757142857142856
130,650,16,0,-2.853125
130,700,13,3,-21.084375
130,750,18,0,-2.8416666666666663
130,800,20,1,-7.433333333333333
130,850,18,0,-2.838888888888889
130,900,20,0,-2.8275
130,950,13,1,-9.807142857142859
130,1000,19,2,-12.088095238095239
130,1050,13,0,-2.869230769230769
130,1100,15,1,-8.934375000000001
130,1150,10,0,-2.95
130,1200,16,3,-18.16578947368421
130,1250,13,0,-2.888461538461539
130,1300,16,1,-8.552941176470588
130,1350,13,1,-9.803571428571429
130,1400,12,1,-10.36923076923077
130,1450,11,4,-28.77
130,1500,16,1,-8.576470588235294
130,1550,18,1,-7.95
130,1600,12,2,-16.735714285714288
130,1650,19,1,-7.7
130,1700,17,1,-8.222222222222221
130,1750,14,3,-20.00294117647059
130,1800,16,2,-13.627777777777778
130,1850,15,0,-2.8666666666666667
130,1900,14,1,-9.333333333333334
130,1950,19,1,-7.69
130,2000,22,0,-2.809090909090909
131,50,14,2,-15.0125
131,100,14,2,-14.9875
131,150,14,2,-14.978125
131,200,14,0,-2.9
131,250,16,2,-13.644444444444444
131,300,16,0,-2.853125
131,350,13,3,-21.059375
131,400,12,2,-16.732142857142858
131,450,18,1,-7.9605263157894735
131,500,15,0,-2.826666666666666
131,550,13,1,-9.817857142857141
131,600,12,5,-31.44411764705882
131,650,17,2,-13.071052631578947
131,700,11,2,-17.81153846153846
131,750,17,2,-13.081578947368422
131,800,11,0,-2.9272727272727277
131,850,14,1,-9.31
131,900,13,3,-21.09375
131,950,17,1,-8.233333333333333
131,1000,11,3,-23.696428571428573
131,1050,17,2,-13.063157894736841
131,1100,14,2,-14.9875
131,1150,20,2,-11.661363636363637
131,1200,19,0,-2.828947368421052
131,1250,14,2,-15.00625
131,1300,19,0,-2.8342105263157897
131,1350,16,1,-8.564705882352941
131,1400,17,1,-8.241666666666667
131,1450,15,1,-8.928125
131,1500,17,1,-8.23611111111111
131,1550,13,2,-15.79
131,1600,16,3,-18.192105263157895
131,1650,14,3,-19.99411764705882
131,1700,18,1,-7.942105263157895
131,1750,13,0,-2.8923076923076922
131,1800,17,0,-2.8470588235294123
131,1850,15,0,-2.8433333333333333
131,1900,12,1,-10.350000000000001
131,1950,9,2,-20.518181818181816
131,2000,15,3,-19.049999999999997
132,50,15,0,-2.8699999999999997
